source_id,series_part,chapter,baker_note_number,source_type,evidence_level,acquisition_priority,author_or_creator,title_or_description,publication_or_archive,date,document_identifier,archive_collection_box_folder,pages_cited,baker_claim_or_use,underlying_source_to_find,entities,citation_count,unique_claim_count,primary_document_needed,original_interview_needed,archive_request_may_be_needed,possible_online_document,needs_independent_corroboration,citation_incomplete,citation_ambiguous,reason_for_priority,raw_citation
BKR-0034,PART_3,23,23:BODY,PRIMARY_LEGAL,A,1,President George W. Bush,"Executive Order 13233, Further Implementation of the Presidential Records Act",,"November 1, 2001",Executive Order 13233,,,Baker cites this in support of the surrounding discussion: Baker uses the order in discussing restrictions on access to presidential records and Bush-family secrecy.,,George W. Bush; National Archives; Presidential Records Act,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Original or near-original evidence central to a major allegation in the planned series.,"Ch. 23, note BODY: Body-text source reconstruction: Executive Order 13233, Further Implementation of the Presidential Records Act"
BKR-0035,PART_1,2,2:2,PRIMARY_CONTEMPORARY_NEWS,B,2,,"Joseph McBride, “The Man Who Wasn’t There, ‘George Bush,’ C.I.A. Operative, Nation, July 16, 1988.",Nation,"July 16, 1988",,,,Baker cites this in support of the surrounding discussion: One was “Captain William Edwards of the Defense Intelligence Agency.” The other: “Mr. George Bush of the Central Intelligence Agency.”,,C.I.A. Operative; Central Intelligence Agency; George Bush; Joseph McBride,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 2, note 2: Joseph McBride, “The Man Who Wasn’t There, ‘George Bush,’ C.I.A. Operative, Nation, July 16, 1988."
BKR-0036,PART_1,2,2:6,PRIMARY_CONTEMPORARY_NEWS,B,2,,CIA continued its refusal to confirm or deny a relationship with George Herbert Walker Bush,Nation,1988,CIA continued its refusal to confirm or,George William Bush’s affidavit had been filed as evidence in a suit brought by the nonprofit Assassination Archives; CIA,,Baker cites this source in chapter 2 in connection with CIA continued its refusal to confirm or deny a relationship with George Herbert Walker Bush; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,"Original CIA/Court/affidavit/records referenced or described by this secondary source, with complete provenance",Assassination Archives and Research Center; CIA; District Court for the District of; George Herbert Walker Bush; George William Bush’s; Judge Charles Revercomb of the U.S,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 2, note 6: George William Bush’s affidavit had been filed as evidence in a suit brought by the nonprofit Assassination Archives and Research Center that sought an emergency injunction compelling, before the 1988 election, release of records on Bush’s past (AARC v. CIA). Judge Charles Revercomb of the U.S. District Court for the District of Columbia declined the request, and the CIA continued its refusal to confirm or deny a relationship with George Herbert Walker Bush."
BKR-0037,PART_1,2,2:7,PRIMARY_CONTEMPORARY_NEWS,B,2,,"The Mary Ferrell Foundation, founded in the name of JFK researcher Mary Ferrell, has for the past few years been scanning and making available online documents from her collection and that of the Assassination Archives a",Nation,1997,JFK researcher Mary Ferrell,Assassination Archives; Mary Ferrell Foundation,,"Baker cites this source in chapter 2 in connection with The Mary Ferrell Foundation, founded in the name of JFK researcher Mary Ferrell, has for the past few years been scanning and making available online documents from her collection and that of the Assassination Archives a; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original declassified/memo referenced or described by this secondary source, with complete provenance",Assassination Archives and Research Center; Freedom of Information Act. They; George H. W. Bush; George W. Bush; History Matters; Mary Ferrell,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 2, note 7: The Mary Ferrell Foundation, founded in the name of JFK researcher Mary Ferrell, has for the past few years been scanning and making available online documents from her collection and that of the Assassination Archives and Research Center, History Matters, and others, most of them obtained over the years under the Freedom of Information Act. They can be accessed online at www.maryferrell.org. Not insignificantly, the documents regarding the Bush memo were declassified under the Clinton administration in 1997. Few, if any, documents that shed light on these activities were declassified under either George H. W. Bush or George W. Bush."
BKR-0038,PART_1;PART_2,2;10;11,2:8;10:36;11:21,SECONDARY_BOOK,B,2,Jim Hougan,"Secret Agenda: Watergate, Deep Throat, and the CIA","New York: Random House, 1984",1984,,CIA,106-7,"Baker cites this source in chapter 2 in connection with Secret Agenda: Watergate, Deep Throat, and the CIA; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 10 in connection with Secret Agenda: Watergate, Deep Throat, and the CIA; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 11 in connection with Secret Agenda: Watergate, Deep Throat, and the CIA; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original CIA referenced or described by this secondary source, with complete provenance",CIA; Deep Throat; Deep Throat and the CIA; Jim Hougan; Random House; Secret Agenda; Watergate,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 2, note 8: Jim Hougan, Secret Agenda: Watergate, Deep Throat, and the CIA (New York: Random House, 1984). || Ch. 10, note 36: Jim Hougan, Secret Agenda: Watergate, Deep Throat and the CIA (New York: Random House, 1984) || Ch. 11, note 21: Jim Hougan, Secret Agenda: Watergate, Deep Throat and the CIA (New York: Random House, 1984), pp. 106-7."
BKR-0039,PART_1,2,2:16,SECONDARY_BOOK,B,2,Robert B. Stinnett,George Bush: His World War IT Years,"New York: Brassey’s, 1992",1992,,,,Baker cites this source in chapter 2 in connection with George Bush: His World War IT Years; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,George Bush; His World War IT Years; Robert B. Stinnett,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 2, note 16: Robert B. Stinnett, George Bush: His World War IT Years (New York: Brassey’s, 1992), p."
BKR-0040,PART_1,2,2:19,SECONDARY_BOOK,B,2,George Bush with Doug Wead,George Bush: Man of Integrity,"Eugene, OR: Harvest House, 1988",1988,,,4-5,Baker cites this source in chapter 2 in connection with George Bush: Man of Integrity; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Doug Wead; George Bush; Harvest House; Man of Integrity,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 2, note 19: George Bush with Doug Wead, George Bush: Man of Integrity (Eugene, OR: Harvest House, 1988), pp. 4-5."
BKR-0041,PART_1;PART_2;PART_3,3;4;8;9;15,3:1;4:1;4:17;8:4;8:23;8:24;9:4;9:15;9:40;15:14,SECONDARY_BOOK,B,2,Kitty Kelley,The Family: The Real Story of the Bush Dynasty,"New York: Doubleday, 2004",2004,,,162; 212; 213; 245; 262; 284; 300; 342-43; 424; 575,"Baker cites this source in chapter 3 in connection with The Family: The Real Story of the Bush Dynasty; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 4 in connection with The Family: The Real Story of the Bush Dynasty; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 8 in connection with The Family: The Real Story of the Bush Dynasty; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this in support of the surrounding discussion: According to several campaign staffers with whom I spoke, Bush worked irregularly, showing up late much of the time, often well into the afternoon. His specific duties ranged from affixing bumper stickers to transporting boxes of literature for a campaign known from the start to be a losing cause. | Baker cites this in support of the surrounding discussion: In one version, brother Marvin seeks to inject calm at a tense moment by giving his father the good news of George’s acceptance at Harvard. In another version, it is Jeb who announces the surprising development. | Baker cites this in support of the surrounding discussion: Stevens and Co., and on and on. Not surprisingly, executives of Pennzoil and Brown Brothers Harriman were among the petitioners. | Baker cites this source in chapter 9 in connection with The Family: The Real Story of the Bush Dynasty; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this in support of the surrounding discussion: A Texas Tech student or ganized a “Bush bash” to recruit new voters, promising free beer to all attendees. Though the event was essentially harmless, a Hance surrogate drafted a public letter condemning Bush’s campaign, and sent four thousand copies to the Church of Christ in Lubbock. “Maybe it’s a cool thing to do at Harvard or Yale,” Hance told local newspapers.",,Brown Brothers Harriman; Congress Years; Free Press; Irwin F. Gellman; Kitty Kelley; Richard Nixon,10,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 3, note 1: Kitty Kelley, The Family: The Real Story of the Bush Dynasty (New York: Doubleday, 2004), pp. 342-43. || Ch. 4, note 1: Kitty Kelley, The Family: The Real Story of the Bush Dynasty (New York: Doubleday, 2004), p. 213. || Ch. 4, note 17: Kelley, The Family, p. 212. || Ch. 8, note 4: Kitty Kelley, The Family: The Real Story of the Bush Dynasty (New York: Doubleday, 2004), p. 262. || Ch. 8, note 23: Kelley, The Family, p. 575. || Ch. 8, note 24: Ibid., p. 300. || Ch. 9, note 4: Kitty Kelley, The Family: The Real Story of the Bush Dynasty (New York: Doubleday, 2004), p. 245. _Ibid., p. 246. -Ibid., p. 47. . Irwin F. Gellman, The Contender: Richard Nixon, the Congress Years, 1946-1952 (New York: Free Press, 1999), pp. 25-26, 31-32. || Ch. 9, note 15: Kelley, The Family, p. 162. || Ch. 9, note 40: Kelley, The Family, p. 284. i ner || Ch. 15, note 14: Kelley, The Family, p. 424."
BKR-0042,PART_1,3,3:2,SECONDARY_BOOK,B,2,Robin Winks,"Cloak and Gown: Scholars in the Secret War, 1939-1961","New York: William Morrow, 1987",1939,CIA for his efforts to direct team,CIA,247,"Baker cites this in support of the surrounding discussion: W. “Poppy” Bush entered Yale University. The CIA recruited heavily at all of the Ivy League schools in those days, with the New Haven campus the standout. “Yale has always been the agency’s biggest feeder,” recalled CIA officer Osborne Day (class of ’43). “In my Yale class alone there were thirty-five guys in the agency.” Bush’s father, Prescott, was on the university’s board, and the school was crawling with faculty serving as recruiters for the intelligence services.","Original CIA referenced or described by this secondary source, with complete provenance",CIA; Cloak and Gown; Office of Strategic Services and; Oh So Social; Robin Winks; Secret War; William Morrow,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 3, note 2: Robin Winks, Cloak and Gown: Scholars in the Secret War, 1939-1961 (New York: William Morrow, 1987), p. 247. According to Winks, both the war time Office of Strategic Services and its successor, the CIA, wanted “young men with high grades, a sense of grace, with previous knowledge of Europe . . . and ease with themselves, a certain healthy selfrespect and independent means... Oh yes, and good social connections.” That was one reason that the “OSS” was said to stand for “Oh So Social.” Winks, himself a former Yale professor, says the university’s crew coach even received ten thousand dollars annually from the CIA for his efforts to direct team members to the agency, though by all indications, many recruiters were unpaid."
BKR-0043,PART_1,3,3:4;3:5,SECONDARY_BOOK,B,2,Alexandra Robbins,"Secrets of the Tomb: Skull and Bones, the Ivy League, and the Hidden Paths of Power","New York: Back Bay, 2002",2002,,,187; 53,"Baker cites this source in chapter 3 in connection with Secrets of the Tomb: Skull and Bones, the Ivy League, and the Hidden Paths of Power; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Alexandra Robbins; Back Bay; Hidden Paths of Power; Ivy League; Secrets of the Tomb; Skull and Bones,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 3, note 4: Alexandra Robbins, Secrets of the Tomb: Skull and Bones, the Ivy League, and the Hidden Paths of Power (New York: Back Bay, 2002), p. 53. || Ch. 3, note 5: Ibid., p. 187."
